算法,真实数据集平均值,真实数据集标准差,随机数据集平均值,随机数据集标准差
OLMA_Solver,7.792235851287842,0.6542799941231453,7.982470989227295,0.7611265807046651
A3C_GCN_Seq2Seq_Adapter,1.1475238800048828,0.0793344619923907,1.4493160247802734,0.3699779514085541
BARGAIN_MATCH_Solver,0.43485069274902344,0.021660750526164188,0.5735311508178711,0.1442633897879064
NOMA_VEC_Solver,153.01437282562256,3.9377120001431414,146.49790716171265,24.877162527199918
OORAA_Solver,185.27827548980713,12.498108776755776,181.52453088760376,5.251889990902995
