Algorithm,Real Dataset,Random Dataset
OLMA_Solver,8.085942268371582,6.8383026123046875
A3C_GCN_Seq2Seq_Adapter,1.6333675384521484,1.1551594734191895
BARGAIN_MATCH_Solver,0.4538393020629883,0.45970916748046875
NOMA_VEC_Solver,129.48458671569824,162.03739881515503
OORAA_Solver,157.22816228866577,158.73942136764526
