Algorithm,Real Dataset Mean,Real Dataset Std,Random Dataset Mean,Random Dataset Std
OLMA_Solver,0.0,0.0,0.5139838285386288,0.023399498949424013
A3C_GCN_Seq2Seq_Adapter,0.0,0.0,0.8205891441615822,0.03987268574926264
BARGAIN_MATCH_Solver,0.0,0.0,1.2555235849764064,0.15457246488310564
NOMA_VEC_Solver,0.0,0.0,1.7128523490795597,0.12786824205466077
OORAA_Solver,0.0,0.0,1.05176034916707,0.04774646488242028
