Algorithm,Real Dataset Mean,Real Dataset Std,Random Dataset Mean,Random Dataset Std
OLMA_Solver,0.0,0.0,0.00788522703693471,0.0009115043777376346
A3C_GCN_Seq2Seq_Adapter,0.0,0.0,0.0013727072544973964,0.00010134095892050896
BARGAIN_MATCH_Solver,0.0,0.0,0.0005140083484110122,2.3525256511870544e-05
NOMA_VEC_Solver,0.0,0.0,0.157928238060513,0.015929328306676215
OORAA_Solver,0.0,0.0,0.17138596748776389,0.019093789013425146
