Algorithm,Real Dataset Mean,Real Dataset Std,Random Dataset Mean,Random Dataset Std
OLMA_Solver,0.0,0.0,0.05384506901166538,0.006513332288382331
A3C_GCN_Seq2Seq_Adapter,0.0,0.0,0.07076811572459679,0.006641785978475752
BARGAIN_MATCH_Solver,0.0,0.0,0.14439388087339305,0.018861652911592877
NOMA_VEC_Solver,0.0,0.0,0.20909290484620194,0.01761004668884419
OORAA_Solver,0.0,0.0,0.12771062145387996,0.01490834771753268
