arrival_tasks,completed_tasks,dropped_tasks,effective_bits,energy_srv,energy_tx,handover,queue_mean,slot,solve_time_s,total_cost
3,3,0,8159508.363895986,3.0000000000000004e-09,3.634193970454353,0,0.0,0,0.0,3.634193973454353
3,3,0,5291737.313560249,3.0000000000000004e-09,1.781203212709523,0,0.0,1,0.0,1.781203215709523
3,3,0,9109102.751881579,3.0000000000000004e-09,4.55002295618358,0,0.0,2,0.0,4.55002295918358
3,3,0,8546511.553528026,3.0000000000000004e-09,6.505132529106815,0,0.0,3,0.0,6.505132532106815
3,3,0,5995036.617191524,3.0000000000000004e-09,4.129130128809878,0,0.0,4,0.0,4.1291301318098785
